chr	start	end	startCpG	endCpG	target	name	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Bone-Osteob	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Colon-Fibro	Dermal-Fibro	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gallbladder	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
chr1	1664496	1665051	40534	40557	Pancreas-Acinar	chr1:1664496-1665051	U	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.035	0.0	0.0	0.017	0.01	0.006	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.005	0.0	0.0
chr1	1768890	1769376	44429	44444	Liver-Hep	chr1:1768890-1769376	U	0.0	0.0	0.0	0.0	0.007	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.046	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.811	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0
chr1	1785845	1786384	44931	44943	Thyroid-Ep	chr1:1785845-1786384	U	0.0	0.02	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.004	0.0	0.977
chr1	1902492	1902581	47309	47314	Blood-B	chr1:1902492-1902581	U	0.0	0.0	0.876	0.0	0.013	0.011	0.008	0.0	0.0	0.012	0.0	0.247	0.0	0.023	0.026	0.06	0.055	0.0	0.011	0.003	0.015	0.023	0.01	0.017	0.0	0.0	0.012	0.008	0.0	0.015	0.0	0.027	0.038	0.0	0.0	0.006	0.019	0.013	0.023	0.012
chr1	2020270	2020459	51316	51323	Neuron	chr1:2020270-2020459	U	0.113	0.048	0.02	0.012	0.007	0.026	0.017	0.083	0.053	0.123	0.089	0.182	0.136	0.039	0.111	0.312	0.027	0.0	0.036	0.074	0.058	0.114	0.046	0.016	0.019	0.056	0.74	0.25	0.056	0.076	0.026	0.0	0.0	0.029	0.0	0.095	0.082	0.099	0.113	0.051
chr1	2052135	2052320	52485	52494	Lung-Ep-Alveo	chr1:2052135-2052320	U	0.1	0.0	0.0	0.0	0.006	0.0	0.0	0.021	0.0	0.0	0.006	0.032	0.049	0.046	0.065	0.074	0.0	0.0	0.0	0.012	0.009	0.019	0.003	0.0	0.777	0.048	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.029	0.011	0.009
chr1	2061614	2061731	52806	52812	Lung-Ep-Alveo	chr1:2061614-2061731	U	0.012	0.0	0.0	0.0	0.004	0.035	0.0	0.0	0.015	0.0	0.0	0.02	0.04	0.004	0.0	0.12	0.0	0.0	0.0	0.006	0.0	0.026	0.005	0.0	0.901	0.012	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.086
chr1	2075871	2076118	53260	53270	Neuron	chr1:2075871-2076118	U	0.012	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.021	0.166	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.699	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0
chr1	2259829	2259995	59713	59724	Neuron	chr1:2259829-2259995	U	0.078	0.0	0.005	0.0	0.002	0.0	0.0	0.028	0.007	0.0	0.0	0.094	0.128	0.019	0.059	0.02	0.0	0.0	0.004	0.004	0.134	0.007	0.023	0.003	0.0	0.0	0.819	0.242	0.0	0.006	0.465	0.412	0.248	0.0	0.0	0.0	0.016	0.0	0.039	0.044
chr1	2260286	2260431	59736	59741	Neuron	chr1:2260286-2260431	U	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.04	0.018	0.0	0.024	0.0	0.0	0.0	0.012	0.011	0.0	0.01	0.03	0.0	0.01	0.673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0
chr1	2384160	2384745	63940	63960	Neuron	chr1:2384160-2384745	U	0.0	0.0	0.014	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.011	0.0	0.009	0.0	0.062	0.005	0.0	0.0	0.001	0.006	0.004	0.0	0.008	0.0	0.0	0.705	0.035	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.003	0.0
chr1	2590960	2591408	70923	70939	Epid-Kerat	chr1:2590960-2591408	U	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.745	0.009	0.0	0.095	0.0	0.021	0.0	0.006	0.0	0.0	0.0	0.0	0.006	0.0	0.006	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
chr1	2878935	2879052	76710	76717	Ovary-Ep	chr1:2878935-2879052	U	0.051	0.041	0.0	0.0	0.011	0.0	0.004	0.0	0.0	0.0	0.016	0.025	0.088	0.04	0.0	0.192	0.312	0.0	0.003	0.004	0.006	0.051	0.298	0.0	0.0	0.0	0.0	0.0	0.696	0.26	0.019	0.0	0.0	0.034	0.0	0.0	0.011	0.02	0.043	0.0
chr1	2919224	2919338	77912	77918	Kidney-Ep	chr1:2919224-2919338	U	0.113	0.081	0.0	0.0	0.006	0.0	0.01	0.042	0.0	0.0	0.128	0.048	0.111	0.034	0.033	0.151	0.0	0.0	0.003	0.166	0.0	0.065	0.711	0.03	0.016	0.032	0.037	0.019	0.05	0.115	0.082	0.054	0.043	0.0	0.0	0.043	0.266	0.078	0.197	0.062
chr1	3033107	3033229	80471	80478	Blood-T	chr1:3033107-3033229	U	0.006	0.007	0.006	0.0	0.042	0.086	0.655	0.0	0.0	0.009	0.019	0.076	0.0	0.008	0.02	0.101	0.0	0.0	0.0	0.024	0.0	0.008	0.003	0.004	0.0	0.013	0.0	0.007	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.011	0.0
chr1	3033242	3033547	80478	80486	Blood-T	chr1:3033242-3033547	U	0.1	0.027	0.082	0.079	0.092	0.2	0.656	0.036	0.01	0.09	0.123	0.196	0.143	0.049	0.042	0.287	0.0	0.0	0.007	0.079	0.016	0.051	0.021	0.141	0.017	0.01	0.016	0.0	0.051	0.129	0.038	0.0	0.0	0.0	0.125	0.026	0.0	0.05	0.151	0.0
chr1	3037744	3037830	80575	80582	Pancreas-Duct	chr1:3037744-3037830	U	0.007	0.0	0.0	0.008	0.002	0.0	0.004	0.026	0.015	0.043	0.014	0.014	0.049	0.004	0.0	0.188	0.019	0.0	0.002	0.009	0.0	0.085	0.016	0.038	0.005	0.0	0.028	0.0	0.04	0.087	0.158	0.138	0.043	0.694	0.0	0.0	0.013	0.109	0.137	0.0
chr1	3225275	3225317	86447	86452	Adipocytes	chr1:3225275-3225317	U	0.576	0.084	0.0	0.0	0.003	0.01	0.0	0.97	0.047	0.103	0.004	0.364	0.895	0.133	0.16	0.206	0.0	0.0	0.0	0.045	0.016	0.048	0.126	0.004	0.108	0.014	0.006	0.0	0.105	0.0	0.0	0.0	0.024	0.0	0.0	0.008	0.085	0.0	0.392	0.0
chr1	3266049	3266173	87648	87653	Pancreas-Beta	chr1:3266049-3266173	U	0.097	0.117	0.0	0.0	0.003	0.012	0.005	0.0	0.052	0.013	0.005	0.103	0.069	0.081	0.083	0.143	0.164	0.0	0.0	0.036	0.0	0.076	0.031	0.0	0.0	0.0	0.03	0.0	0.518	0.018	0.478	0.978	0.082	0.011	0.0	0.043	0.045	0.0	0.35	0.0
chr1	3266258	3266422	87654	87672	Ovary-Ep	chr1:3266258-3266422	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.012	0.0	0.0	0.0	0.008	0.0	0.059	0.435	0.0	0.0	0.007	0.005	0.042	0.027	0.0	0.0	0.0	0.057	0.005	0.678	0.012	0.0	0.234	0.0	0.0	0.0	0.0	0.01	0.0	0.06	0.0
chr1	3279925	3280014	88111	88116	Pancreas-Duct	chr1:3279925-3280014	U	0.25	0.019	0.012	0.0	0.02	0.0	0.016	0.042	0.044	0.107	0.005	0.139	0.211	0.067	0.056	0.25	0.019	0.556	0.004	0.103	0.02	0.235	0.021	0.078	0.018	0.012	0.0	0.0	0.178	0.031	0.013	0.016	0.038	0.963	0.0	0.0	0.058	0.0	0.11	0.0
chr1	3293847	3293898	88539	88544	Small-Int-Ep	chr1:3293847-3293898	U	0.008	0.028	0.008	0.022	0.007	0.0	0.02	0.0	0.061	0.153	0.016	0.058	0.029	0.098	0.031	0.22	0.0	0.0	0.003	0.144	0.0	0.009	0.121	0.079	0.0	0.052	0.005	0.008	0.116	0.009	0.107	0.029	0.0	0.0	0.0	0.287	0.048	0.923	0.058	0.0
chr1	3361734	3362039	90288	90299	Blood-NK	chr1:3361734-3362039	U	0.01	0.004	0.009	0.011	0.012	0.885	0.11	0.0	0.012	0.0	0.0	0.017	0.0	0.012	0.0	0.122	0.007	0.0	0.01	0.005	0.01	0.012	0.009	0.018	0.01	0.005	0.056	0.0	0.0	0.005	0.019	0.0	0.0	0.0	0.0	0.005	0.038	0.0	0.005	0.0
chr1	3410640	3410770	91711	91716	Skeletal-Musc	chr1:3410640-3410770	U	0.229	0.045	0.0	0.0	0.0	0.0	0.002	0.034	0.091	0.088	0.006	0.089	0.25	0.031	0.6	0.125	0.0	0.0	0.0	0.135	0.015	0.122	0.0	0.024	0.0	0.0	0.132	0.432	0.022	0.0	0.014	0.0	0.0	0.0	0.0	0.043	0.733	0.0	0.162	0.0
chr1	3521062	3521161	95104	95109	Smooth-Musc	chr1:3521062-3521161	U	0.094	0.02	0.137	0.0	0.058	0.111	0.16	0.071	0.0	0.0	0.016	0.143	0.231	0.017	0.0	0.329	0.0	0.105	0.039	0.005	0.011	0.19	0.066	0.109	0.02	0.046	0.0	0.0	0.0	0.143	0.304	0.121	0.13	0.03	0.0	0.012	0.029	0.066	0.582	0.043
chr1	3647132	3647310	99036	99043	Blood-Granul	chr1:3647132-3647310	U	0.006	0.01	0.0	0.9	0.018	0.033	0.002	0.048	0.0	0.0	0.0	0.009	0.0	0.004	0.0	0.11	0.0	0.0	0.0	0.012	0.006	0.019	0.0	0.003	0.005	0.0	0.003	0.0	0.0	0.005	0.009	0.0	0.011	0.0	0.077	0.0	0.123	0.005	0.018	0.0
chr1	3779447	3779770	102884	102899	Neuron	chr1:3779447-3779770	U	0.009	0.0	0.0	0.0	0.001	0.0	0.0	0.038	0.008	0.0	0.0	0.0	0.032	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.0	0.629	0.025	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.021	0.0
chr1	3834652	3835070	104280	104291	Oligodend	chr1:3834652-3835070	U	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.022	0.0	0.017	0.054	0.0	0.0	0.0	0.0	0.0	0.005	0.002	0.0	0.0	0.0	0.047	0.705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0
chr1	3843067	3843455	104437	104447	Blood-Mono+Macro	chr1:3843067-3843455	U	0.053	0.005	0.294	0.255	0.636	0.014	0.005	0.0	0.0	0.0	0.0	0.065	0.0	0.012	0.0	0.133	0.0	0.0	0.002	0.0	0.006	0.006	0.006	0.029	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.011	0.0
chr1	4225055	4225146	111180	111185	Pancreas-Beta	chr1:4225055-4225146	U	0.035	0.0	0.0	0.0	0.0	0.0	0.005	0.132	0.0	0.0	0.037	0.0	0.038	0.015	0.029	0.198	0.0	0.0	0.003	0.005	0.009	0.125	0.208	0.004	0.012	0.0	0.01	0.0	0.044	0.049	0.491	0.908	0.258	0.01	0.0	0.039	0.258	0.006	0.06	0.0
chr1	4269466	4269532	111519	111525	Smooth-Musc	chr1:4269466-4269532	U	0.313	0.16	0.019	0.024	0.027	0.009	0.021	0.212	0.008	0.0	0.003	0.109	0.366	0.124	0.027	0.328	0.057	0.0	0.021	0.008	0.031	0.215	0.02	0.003	0.012	0.0	0.071	0.006	0.063	0.032	0.182	0.019	0.0	0.0	0.0	0.021	0.181	0.0	0.575	0.0
chr1	5322671	5323052	124448	124454	Prostate-Ep	chr1:5322671-5323052	U	0.024	0.117	0.0	0.0	0.009	0.01	0.0	0.0	0.038	0.068	0.039	0.361	0.136	0.041	0.222	0.286	0.011	0.0	0.032	0.005	0.0	0.174	0.012	0.017	0.0	0.0	0.0	0.0	0.0	0.014	0.024	0.016	0.0	0.0	0.0	0.701	0.0	0.009	0.263	0.0
chr1	5617975	5618018	127930	127935	Skeletal-Musc	chr1:5617975-5618018	U	0.028	0.0	0.0	0.012	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.324	0.037	0.0	0.187	0.011	0.0	0.018	0.0	0.0	0.067	0.094	0.023	0.0	0.0	0.063	0.011	0.039	0.049	0.03	0.0	0.0	0.0	0.0	0.019	0.656	0.0	0.281	0.0
chr1	5834815	5834885	131152	131157	Thyroid-Ep	chr1:5834815-5834885	U	0.1	0.014	0.0	0.0	0.003	0.0	0.0	0.0	0.011	0.014	0.013	0.0	0.026	0.006	0.0	0.091	0.0	0.0	0.014	0.006	0.009	0.022	0.009	0.026	0.031	0.0	0.011	0.0	0.0	0.029	0.012	0.012	0.016	0.075	0.0	0.026	0.043	0.014	0.056	0.84
chr1	5842759	5842903	131327	131335	Kidney-Ep	chr1:5842759-5842903	U	0.008	0.0	0.0	0.009	0.01	0.012	0.006	0.162	0.035	0.019	0.0	0.061	0.033	0.023	0.049	0.171	0.078	0.0	0.008	0.007	0.0	0.059	0.862	0.008	0.016	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.009	0.0	0.007	0.061	0.006	0.083	0.0
chr1	5883913	5884172	132415	132421	Pancreas-Alpha	chr1:5883913-5884172	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.024	0.117	0.0	0.0	0.003	0.003	0.014	0.018	0.0	0.0	0.0	0.007	0.121	0.0	0.0	0.0	0.714	0.01	0.059	0.0	0.0	0.0	0.034	0.012	0.013	0.0
chr1	5917369	5917780	133180	133185	Pancreas-Delta	chr1:5917369-5917780	U	NA	0.0	0.0	NA	0.0	NA	0.125	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	0.0	NA	NA	0.0	0.0	0.0	0.0	NA
chr1	5922681	5922862	133260	133271	Pancreas-Acinar	chr1:5922681-5922862	U	0.093	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.053	0.01	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.009	0.012	0.0	0.899	0.0	0.0	0.0	0.019	0.0	0.0	0.01	0.0	0.074	0.0
chr1	5934280	5934451	133408	133414	Gallbladder	chr1:5934280-5934451	U	0.119	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.005	0.0	0.079	0.0	0.676	0.006	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.018	0.0
chr1	5948115	5948518	133664	133681	Breast-Basal-Ep	chr1:5948115-5948518	U	0.181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.655	0.01	0.0	0.0	0.0	0.003	0.029	0.095	0.0	0.0	0.001	0.043	0.0	0.011	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.014	0.0
chr1	5950648	5950918	133709	133715	Epid-Kerat	chr1:5950648-5950918	U	0.036	0.0	0.038	0.0	0.0	0.057	0.004	0.048	0.0	0.0	0.0	0.083	0.0	0.0	0.941	0.111	0.0	0.0	0.0	0.04	0.0	0.048	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.022	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	5959258	5959335	133878	133884	Pancreas-Delta	chr1:5959258-5959335	U	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.048	0.0	0.0	0.005	0.0	0.0	0.0	0.003	0.255	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.011	0.874	0.008	0.0	0.0	0.0	0.0	0.0	0.0
chr1	6040917	6041038	135714	135722	Blood-Granul	chr1:6040917-6041038	U	0.145	0.0	0.006	0.844	0.11	0.0	0.0	0.029	0.0	0.0	0.006	0.011	0.08	0.029	0.0	0.131	0.0	0.0	0.014	0.004	0.013	0.017	0.007	0.028	0.0	0.0	0.013	0.0	0.008	0.05	0.0	0.0	0.0	0.008	0.0	0.0	0.099	0.0	0.031	0.0
chr1	6056291	6056341	136050	136056	Blood-Mono+Macro	chr1:6056291-6056341	U	0.129	0.0	0.008	0.031	0.782	0.0	0.008	0.0	0.0	0.0	0.025	0.041	0.0	0.005	0.0	0.161	0.0	0.0	0.006	0.002	0.02	0.016	0.01	0.032	0.0	0.0	0.01	0.009	0.092	0.014	0.011	0.0	0.011	0.017	0.0	0.007	0.0	0.006	0.011	0.0
chr1	6056543	6056770	136057	136065	Blood-Mono+Macro	chr1:6056543-6056770	U	0.12	0.019	0.0	0.118	0.811	0.0	0.002	0.077	0.009	0.0	0.0	0.017	0.026	0.014	0.0	0.203	0.0	0.0	0.018	0.009	0.025	0.048	0.004	0.046	0.008	0.0	0.04	0.0	0.0	0.043	0.0	0.0	0.0	0.012	0.0	0.0	0.032	0.0	0.066	0.0
chr1	6269479	6269635	142020	142028	Pancreas-Delta	chr1:6269479-6269635	U	0.006	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.099	0.029	0.054	0.007	0.0	0.041	0.385	0.0	0.014	0.0	0.0	0.0	0.105	0.0	0.005	0.0	0.019	0.008	0.063	0.007	0.01	0.011	0.878	0.007	0.0	0.0	0.0	0.059	0.0	0.0
chr1	6317411	6317673	143238	143246	Bladder-Ep	chr1:6317411-6317673	U	0.03	0.805	0.0	0.0	0.013	0.0	0.0	0.093	0.0	0.0	0.0	0.344	0.068	0.095	0.0	0.102	0.037	0.0	0.112	0.052	0.0	0.27	0.008	0.0	0.009	0.016	0.022	0.0	0.053	0.005	0.076	0.028	0.043	0.006	0.0	0.095	0.035	0.005	0.142	0.0
chr1	6690224	6690590	153002	153009	Kidney-Ep	chr1:6690224-6690590	U	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.091	0.017	0.0	0.0	0.0	0.004	0.0	0.011	0.209	0.0	0.0	0.009	0.008	0.0	0.865	0.0	0.007	0.0	0.0	0.0	0.042	0.0	0.015	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.034
chr1	6878664	6878776	155968	155973	Fallopian-Ep	chr1:6878664-6878776	U	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.051	0.671	0.0	0.0	0.003	0.0	0.016	0.062	0.0	0.0	0.0	0.077	0.0	0.118	0.0	0.013	0.0	0.0	0.0	0.167	0.0	0.0	0.0	0.0	0.0
chr1	6896031	6896598	156149	156158	Pancreas-Alpha	chr1:6896031-6896598	U	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.007	0.839	0.173	0.0	0.01	0.0	0.0	0.0	0.0	0.013	0.0
chr1	6917658	6917846	156432	156437	Prostate-Ep	chr1:6917658-6917846	U	0.0	0.045	0.0	0.056	0.0	0.0	0.0	0.0	0.625	0.0	0.387	0.0	0.0	0.0	0.167	0.214	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.733	0.0	0.0	0.143	0.0
chr1	6949255	6949564	156876	156886	Heart-Fibro	chr1:6949255-6949564	U	0.022	0.033	0.056	0.01	0.013	0.018	0.037	0.017	0.0	0.005	0.0	0.032	0.04	0.062	0.036	0.228	0.0	0.0	0.048	0.042	0.004	0.613	0.006	0.0	0.158	0.004	0.032	0.004	0.0	0.037	0.006	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.098	0.176
chr1	7146447	7146579	160041	160047	Heart-Fibro	chr1:7146447-7146579	U	0.29	0.076	0.017	0.0	0.017	0.0	0.001	0.132	0.0	0.057	0.022	0.029	0.062	0.136	0.429	0.16	0.017	0.032	0.016	0.06	0.231	0.787	0.014	0.0	0.02	0.089	0.003	0.0	0.0	0.035	0.0	0.0	0.092	0.036	0.0	0.038	0.169	0.032	0.172	0.0
chr1	7233755	7233848	161173	161178	Heart-Fibro	chr1:7233755-7233848	U	0.132	0.022	0.028	0.0	0.016	0.014	0.04	0.027	0.011	0.0	0.0	0.018	0.077	0.029	0.0	0.293	0.0	0.0	0.01	0.092	0.009	0.454	0.0	0.0	0.064	0.016	0.0	0.0	0.0	0.093	0.0	0.0	0.0	0.027	0.0	0.0	0.089	0.0	0.133	0.0
chr1	7482425	7482478	164688	164693	Heart-Cardio	chr1:7482425-7482478	U	0.018	0.029	0.0	0.0	0.015	0.0	0.003	0.0	0.0	0.0	0.0	0.15	0.034	0.059	0.0	0.176	0.0	0.0	0.0	0.0	0.971	0.0	0.0	0.005	0.028	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.009	0.0
