chr	start	end	startCpG	endCpG	target	name	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
chr1	1547176	1547251	37247	37254	Lung-Ep-Alveo	chr1:1547176-1547251	U	0.031	0.007	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.008	0.009	0.026	0.048	0.0	0.0	0.041	0.0	0.019	0.0	0.0	0.963	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02	0.071	0.078
chr1	1560430	1560532	37825	37832	Heart-Cardio	chr1:1560430-1560532	U	0.008	0.0	0.021	0.0	0.003	0.012	0.016	0.0	0.013	0.0	0.017	0.0	0.062	0.0	0.0	0.011	0.869	0.028	0.0	0.0	0.0	0.0	0.027	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0
chr1	1560960	1561055	37854	37867	Heart-Cardio	chr1:1560960-1561055	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.04	0.0	0.0	0.0	0.89	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	1595935	1596277	39407	39426	Pancreas-Acinar	chr1:1595935-1596277	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0
chr1	1700329	1700815	43303	43318	Liver-Hep	chr1:1700329-1700815	U	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.832	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	1717284	1717823	43805	43817	Thyroid-Ep	chr1:1717284-1717823	U	0.0	0.026	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.991
chr1	1951709	1951898	50189	50196	Neuron	chr1:1951709-1951898	U	0.112	0.071	0.023	0.0	0.008	0.019	0.018	0.05	0.107	0.097	0.046	0.08	0.356	0.033	0.023	0.078	0.048	0.11	0.035	0.025	0.038	0.083	0.742	0.278	0.066	0.07	0.031	0.0	0.0	0.044	0.0	0.091	0.098	0.109	0.114	0.061
chr1	1983574	1983759	51358	51367	Lung-Ep-Alveo	chr1:1983574-1983759	U	0.078	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.008	0.042	0.087	0.069	0.0	0.0	0.01	0.013	0.016	0.004	0.0	0.788	0.058	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.043	0.019	0.011
chr1	2007324	2007948	52134	52152	Neuron	chr1:2007324-2007948	U	0.012	0.004	0.004	0.0	0.0	0.006	0.002	0.0	0.0	0.0	0.013	0.016	0.158	0.006	0.0	0.001	0.0	0.044	0.0	0.0	0.0	0.0	0.648	0.07	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.063	0.0
chr1	2191268	2191434	58586	58597	Neuron	chr1:2191268-2191434	U	0.071	0.0	0.0	0.0	0.002	0.0	0.0	0.008	0.0	0.0	0.021	0.033	0.023	0.0	0.002	0.004	0.16	0.007	0.02	0.004	0.0	0.0	0.83	0.262	0.0	0.007	0.482	0.426	0.333	0.0	0.0	0.0	0.035	0.0	0.023	0.05
chr1	2240841	2241062	60365	60371	Neuron	chr1:2240841-2241062	U	0.037	0.0	0.0	0.067	0.0	0.0	0.024	0.067	0.0	0.0	0.009	0.0	0.097	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.642	0.0	0.0	0.042	0.0	0.0	0.0	0.0	NA	0.0	0.0	0.0	0.0	0.0
chr1	2315599	2316184	62813	62833	Neuron	chr1:2315599-2316184	U	0.004	0.0	0.014	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.01	0.0	0.066	0.005	0.0	0.001	0.0	0.0	0.0	0.007	0.003	0.0	0.726	0.043	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.004	0.0
chr1	2522399	2522847	69796	69812	Epid-Kerat	chr1:2522399-2522847	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.727	0.006	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0
chr1	2949671	2949807	78885	78893	Blood-T	chr1:2949671-2949807	U	0.007	0.0	0.024	0.0	0.047	0.076	0.689	0.0	0.012	0.019	0.006	0.0	0.14	0.0	0.0	0.025	0.0	0.009	0.003	0.005	0.0	0.017	0.0	0.009	0.019	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.014	0.0
chr1	2954308	2954394	78989	78996	Pancreas-Duct	chr1:2954308-2954394	U	0.008	0.0	0.0	0.011	0.003	0.0	0.005	0.018	0.041	0.022	0.008	0.0	0.211	0.033	0.0	0.011	0.0	0.092	0.022	0.045	0.007	0.0	0.03	0.0	0.04	0.1	0.167	0.143	0.045	0.729	0.0	0.0	0.016	0.104	0.107	0.0
chr1	3182541	3182737	86057	86067	Pancreas-Beta	chr1:3182541-3182737	U	0.068	0.077	0.0	0.0	0.003	0.0	0.0	0.048	0.037	0.005	0.05	0.036	0.052	0.139	0.0	0.041	0.007	0.032	0.012	0.005	0.0	0.0	0.015	0.0	0.3	0.0	0.327	0.956	0.078	0.0	0.0	0.046	0.029	0.0	0.282	0.0
chr1	3182822	3182986	86068	86086	Ovary-Ep	chr1:3182822-3182986	U	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.008	0.0	0.008	0.0	0.063	0.44	0.0	0.004	0.006	0.047	0.022	0.0	0.0	0.0	0.069	0.006	0.7	0.015	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0
chr1	3196489	3196578	86525	86530	Pancreas-Duct	chr1:3196489-3196578	U	0.261	0.027	0.0	0.0	0.02	0.0	0.015	0.038	0.116	0.007	0.072	0.059	0.255	0.022	0.005	0.12	0.013	0.247	0.027	0.088	0.021	0.028	0.0	0.0	0.14	0.037	0.0	0.02	0.0	0.969	0.0	0.0	0.068	0.0	0.1	0.0
chr1	3210411	3210462	86953	86958	Small-Int-Ep	chr1:3210411-3210462	U	0.009	0.036	0.011	0.027	0.006	0.0	0.023	0.065	0.178	0.015	0.107	0.037	0.224	0.0	0.0	0.147	0.0	0.01	0.121	0.076	0.0	0.063	0.006	0.009	0.07	0.011	0.12	0.021	0.0	0.0	0.0	0.264	0.057	0.941	0.075	0.0
chr1	3278151	3278636	88698	88714	Blood-NK	chr1:3278151-3278636	U	0.014	0.003	0.016	0.015	0.016	0.491	0.08	0.005	0.022	0.0	0.011	0.0	0.143	0.0	0.004	0.012	0.004	0.013	0.012	0.028	0.0	0.0	0.042	0.012	0.012	0.0	0.01	0.005	0.0	0.0	0.0	0.003	0.018	0.0	0.031	0.033
chr1	3496959	3497162	95244	95250	Blood-B	chr1:3496959-3497162	U	0.051	0.0	0.925	0.0	0.057	0.0	0.0	0.206	0.118	0.089	0.029	0.143	0.136	0.042	0.009	0.022	0.047	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.075	0.0	0.036	0.028	0.0	NA	0.0	0.125	0.085	0.057	0.0
chr1	3519190	3519563	95939	95954	Blood-Granul	chr1:3519190-3519563	U	0.02	0.005	0.016	0.868	0.151	0.0	0.02	0.0	0.02	0.01	0.001	0.0	0.104	0.0	0.003	0.007	0.0	0.01	0.004	0.008	0.119	0.0	0.0	0.0	0.0	0.047	0.013	0.0	0.0	0.0	0.0	0.0	0.103	0.004	0.016	0.0
chr1	3563696	3563874	97449	97456	Blood-Granul	chr1:3563696-3563874	U	0.007	0.007	0.0	0.909	0.018	0.041	0.004	0.0	0.0	0.0	0.004	0.0	0.1	0.0	0.0	0.012	0.008	0.02	0.0	0.004	0.006	0.007	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.077	0.0	0.13	0.0	0.015	0.0
chr1	3695942	3696334	101295	101312	Neuron	chr1:3695942-3696334	U	0.006	0.0	0.0	0.0	0.001	0.0	0.001	0.004	0.0	0.0	0.001	0.0	0.01	0.0	0.0	0.001	0.003	0.003	0.0	0.0	0.002	0.0	0.643	0.024	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.003	0.086	0.0	0.024	0.0
chr1	3751216	3751634	102693	102704	Oligodend	chr1:3751216-3751634	U	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.727	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0
chr1	3759631	3760019	102850	102860	Blood-Mono+Macro	chr1:3759631-3760019	U	0.068	0.008	0.286	0.21	0.639	0.01	0.003	0.0	0.0	0.0	0.013	0.0	0.108	0.01	0.003	0.0	0.009	0.0	0.004	0.028	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.007	0.0
chr1	3796984	3797428	103772	103786	Megakaryocytes	chr1:3796984-3797428	U	0.005	0.0	0.039	0.263	0.194	0.041	0.003	0.0	0.0	0.0	0.001	0.0	0.417	0.0	0.002	0.001	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.714	0.0	0.072	0.0	0.0	0.0
chr1	4285115	4285206	109479	109484	Pancreas-Beta	chr1:4285115-4285206	U	0.039	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.042	0.01	0.042	0.221	0.0	0.007	0.007	0.011	0.141	0.233	0.005	0.014	0.0	0.012	0.0	0.032	0.06	0.5	0.907	0.244	0.012	0.0	0.037	0.231	0.008	0.073	0.0
chr1	4329526	4329592	109818	109824	Smooth-Musc	chr1:4329526-4329592	U	0.338	0.161	0.024	0.0	0.034	0.012	0.016	0.0	0.0	0.0	0.134	0.032	0.342	0.038	0.018	0.007	0.04	0.197	0.02	0.004	0.014	0.0	0.075	0.0	0.062	0.024	0.165	0.011	0.0	0.0	0.0	0.032	0.184	0.0	0.602	0.0
chr1	4914429	4914661	118143	118148	Pancreas-Alpha	chr1:4914429-4914661	U	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.026	0.034	0.0	0.3	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.045	1.0	0.75	0.308	0.0	0.0	0.0	0.0	0.0	0.304	0.0
chr1	5036178	5036242	119378	119383	Breast-Luminal-Ep	chr1:5036178-5036242	U	0.015	0.178	0.0	0.0	0.005	0.011	0.003	0.236	0.576	0.0	0.018	0.355	0.181	0.019	0.027	0.058	0.017	0.205	0.0	0.02	0.013	0.0	0.0	0.0	0.02	0.008	0.054	0.029	0.012	0.025	0.0	0.024	0.012	0.0	0.098	0.011
chr1	5678035	5678093	126230	126236	Skeletal-Musc	chr1:5678035-5678093	U	0.0	0.0	0.013	0.0	0.007	0.0	0.014	0.0	0.0	0.0	0.03	0.0	0.143	0.0	0.025	0.004	0.0	0.046	0.096	0.019	0.0	0.0	0.051	0.013	0.032	0.048	0.016	0.0	0.0	0.0	0.0	0.012	0.667	0.0	0.259	0.0
chr1	5874824	5875031	129074	129080	Ovary-Ep	chr1:5874824-5875031	U	0.014	0.042	0.036	0.0	0.004	0.0	0.002	0.085	0.093	0.006	0.004	0.0	0.192	0.129	0.014	0.018	0.012	0.041	0.324	0.005	0.0	0.0	0.009	0.01	0.595	0.01	0.0	0.015	0.0	0.0	0.0	0.0	0.141	0.0	0.127	0.259
chr1	5894875	5894945	129452	129457	Thyroid-Ep	chr1:5894875-5894945	U	0.086	0.028	0.0	0.0	0.0	0.0	0.0	0.014	0.018	0.011	0.007	0.0	0.093	0.0	0.014	0.003	0.0	0.026	0.01	0.037	0.031	0.0	0.012	0.0	0.0	0.037	0.0	0.03	0.021	0.085	0.0	0.031	0.051	0.019	0.058	0.852
chr1	5902819	5902963	129627	129635	Kidney-Ep	chr1:5902819-5902963	U	0.01	0.0	0.0	0.011	0.012	0.017	0.006	0.035	0.013	0.0	0.028	0.059	0.184	0.085	0.006	0.011	0.0	0.061	0.88	0.014	0.026	0.0	0.0	0.0	0.0	0.074	0.0	0.0	0.015	0.02	0.0	0.008	0.068	0.008	0.085	0.0
chr1	5982741	5982922	131560	131571	Pancreas-Acinar	chr1:5982741-5982922	U	0.103	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.008	0.0	0.031	0.0	0.0	0.0	0.0	0.087	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.91	0.0	0.0	0.0	0.025	0.0	0.0	0.01	0.0	0.059	0.0
chr1	6008175	6008578	131964	131981	Breast-Basal-Ep	chr1:6008175-6008578	U	0.168	0.0	0.0	0.0	0.0	0.0	0.0	0.712	0.014	0.0	0.002	0.051	0.104	0.0	0.002	0.041	0.0	0.006	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.008	0.0
chr1	6010708	6010978	132009	132015	Epid-Kerat	chr1:6010708-6010978	U	0.043	0.0	0.062	0.0	0.0	0.048	0.005	0.0	0.0	0.0	0.0	1.0	0.108	0.0	0.0	0.027	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	6019318	6019395	132178	132184	Pancreas-Delta	chr1:6019318-6019395	U	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.006	0.003	0.0	0.0	0.004	0.26	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.012	0.864	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	6035727	6035846	132504	132509	Blood-Granul	chr1:6035727-6035846	U	0.051	0.0	0.079	1.0	0.311	0.103	0.088	0.0	0.0	0.006	0.002	0.038	0.085	0.0	0.0	0.0	0.0	0.011	0.0	0.013	0.0	0.0	0.216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.227	0.0	0.0	0.0
chr1	6100977	6101098	134014	134022	Blood-Granul	chr1:6100977-6101098	U	0.154	0.0	0.0	0.852	0.11	0.0	0.0	0.0	0.0	0.004	0.028	0.0	0.144	0.0	0.014	0.005	0.008	0.019	0.008	0.025	0.0	0.0	0.014	0.0	0.009	0.034	0.0	0.0	0.0	0.009	0.0	0.0	0.097	0.0	0.036	0.0
chr1	6116351	6116401	134350	134356	Blood-Mono+Macro	chr1:6116351-6116401	U	0.118	0.0	0.0	0.011	0.796	0.0	0.002	0.0	0.0	0.021	0.002	0.0	0.107	0.0	0.004	0.0	0.017	0.009	0.004	0.028	0.0	0.0	0.004	0.011	0.092	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0
chr1	6116603	6116830	134357	134365	Blood-Mono+Macro	chr1:6116603-6116830	U	0.159	0.018	0.0	0.118	0.839	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.172	0.0	0.027	0.01	0.032	0.055	0.0	0.035	0.009	0.0	0.032	0.0	0.0	0.043	0.0	0.0	0.0	0.014	0.0	0.0	0.018	0.0	0.065	0.0
chr1	6220589	6220709	136901	136906	Epid-Kerat	chr1:6220589-6220709	U	0.055	0.102	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.03	0.931	0.296	0.041	0.019	0.095	0.024	0.071	0.017	0.017	0.053	0.024	0.136	0.022	0.044	0.017	0.0	0.0	0.015	0.021	0.0	0.02	0.04	0.0	0.154	0.047
chr1	6293341	6293431	138862	138867	Heart-Cardio	chr1:6293341-6293431	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.823	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.278	0.0	0.0	0.0
chr1	6329539	6329695	140319	140327	Pancreas-Delta	chr1:6329539-6329695	U	0.0	0.0	0.009	0.01	0.0	0.0	0.0	0.0	0.023	0.089	0.008	0.0	0.029	0.426	0.009	0.0	0.0	0.0	0.123	0.005	0.006	0.0	0.013	0.0	0.049	0.008	0.01	0.013	0.884	0.009	0.0	0.0	0.0	0.057	0.0	0.0
chr1	6377471	6377733	141537	141545	Bladder-Ep	chr1:6377471-6377733	U	0.019	0.832	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.104	0.0	0.108	0.037	0.117	0.058	0.0	0.276	0.01	0.0	0.006	0.02	0.027	0.0	0.06	0.006	0.076	0.026	0.048	0.008	0.0	0.113	0.043	0.006	0.159	0.0
chr1	6702953	6703298	150527	150535	Pancreas-Delta	chr1:6702953-6703298	U	0.011	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.046	0.04	0.0	0.067	0.0	0.016	0.006	0.0	0.01	0.005	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.071	0.035	0.629	0.0	0.0	0.0	0.0	0.072	0.008	0.0
chr1	6750284	6750650	151301	151308	Kidney-Ep	chr1:6750284-6750650	U	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.097	0.02	0.0	0.002	0.0	0.015	0.189	0.0	0.004	0.0	0.0	0.897	0.0	0.009	0.0	0.0	0.0	0.038	0.0	0.02	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.038
chr1	6938724	6938836	154267	154272	Fallopian-Ep	chr1:6938724-6938836	U	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.046	0.694	0.0	0.003	0.0	0.017	0.044	0.0	0.0	0.0	0.069	0.0	0.126	0.0	0.0	0.0	0.0	0.0	0.167	0.0	0.0	0.0	0.0	0.0
chr1	6956091	6956658	154448	154457	Pancreas-Alpha	chr1:6956091-6956658	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.008	0.864	0.2	0.0	0.012	0.0	0.0	0.0	0.0	0.008	0.0
chr1	6977718	6977906	154731	154736	Prostate-Ep	chr1:6977718-6977906	U	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.333	0.0	0.381	0.0	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.7	0.0	0.0	0.091	0.0
chr1	7009315	7009624	155175	155185	Heart-Fibro	chr1:7009315-7009624	U	0.021	0.025	0.036	0.006	0.011	0.023	0.042	0.0	0.007	0.0	0.063	0.043	0.238	0.0	0.048	0.041	0.01	0.641	0.002	0.0	0.161	0.005	0.035	0.005	0.0	0.039	0.007	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.102	0.204
chr1	7293815	7293908	159472	159477	Heart-Fibro	chr1:7293815-7293908	U	0.14	0.029	0.023	0.0	0.015	0.016	0.034	0.012	0.0	0.0	0.032	0.0	0.297	0.0	0.012	0.102	0.022	0.429	0.0	0.0	0.06	0.018	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.021	0.0	0.0	0.094	0.009	0.137	0.0
chr1	7739607	7739847	166517	166524	Small-Int-Ep	chr1:7739607-7739847	U	0.017	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.015	0.023	0.011	0.0	0.158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	0.0	0.871	0.017	0.0
chr1	8019114	8019208	171232	171237	Liver-Hep	chr1:8019114-8019208	U	0.119	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.043	0.0	0.005	0.0	0.0	0.018	0.0	0.865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0
chr1	8043301	8043852	171677	171691	Breast-Luminal-Ep	chr1:8043301-8043852	U	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.04	0.65	0.0	0.002	0.0	0.058	0.01	0.001	0.002	0.013	0.0	0.028	0.421	0.0	0.004	0.013	0.0	0.029	0.094	0.0	0.0	0.0	0.0	0.0	0.006	0.059	0.0	0.0	0.0
chr1	8051177	8051743	171797	171810	Lung-Ep-Bron	chr1:8051177-8051743	U	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.035	0.0	0.0	0.002	0.0	0.0	0.903	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.114
chr1	8192696	8193169	173882	173895	Lung-Ep-Bron	chr1:8192696-8193169	U	0.0	0.022	0.004	0.0	0.008	0.0	0.003	0.027	0.012	0.0	0.002	0.014	0.153	0.0	0.0	0.137	0.0	0.004	0.002	0.0	0.305	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.009	0.0	0.0	0.033
chr1	8212967	8213183	174229	174237	Blood-T	chr1:8212967-8213183	U	0.016	0.013	0.017	0.0	0.044	0.382	0.903	0.0	0.0	0.0	0.0	0.021	0.145	0.0	0.002	0.0	0.0	0.006	0.011	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.013	0.0	0.01	0.0
chr1	9109007	9109633	187938	187952	Colon-Ep	chr1:9109007-9109633	U	0.0	0.0	0.004	0.0	0.01	0.0	0.002	0.0	0.0	0.963	0.0	0.0	0.106	0.0	0.009	0.0	0.0	0.027	0.002	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.206	0.014	0.028
